Title,Author,Score,Ratings,Shelvings,Published
"Noughts & Crosses (Noughts & Crosses, #1)",Malorie Blackman,4.19,74231,127947,2001
Bhagavad-Gita As It Is,Krishna-Dwaipayana Vyasa,4.24,8006,10214,1968
Collected Poems,W.H. Auden,4.27,6020,13119,1976
"The Notebook, The Proof, The Third Lie: Three Novels",Ágota Kristóf,4.41,29284,17773,1991
The Berenstain Bears No Girls Allowed,Stan Berenstain,4.09,8987,12135,1986
Eye of the Needle,Ken Follett,4.2,157250,209672,1978
The Year of Decision 1846,Bernard DeVoto,4.13,397,1398,1943
The Life and Times of the Thunderbolt Kid,Bill Bryson,3.93,65595,91779,2006
The Mysterious Stranger,Mark Twain,4.13,10532,17813,1916
الذوق الأدبي: كيف يتكون,Arnold Bennett,3.34,496,326,1909
"The Forgotten Language: An Introduction to the Understanding of Dreams, Fairy Tales, and Myths",Erich Fromm,3.81,1636,3701,1951
Company: A Musical Comedy,Stephen Sondheim,4.21,3135,4174,1970
"Play Ball, Amelia Bedelia",Peggy Parish,4.1,4142,5945,1972
The Return of the Prodigal Son: A Story of Homecoming,Henri J.M. Nouwen,4.37,23070,37133,1991
"The Hangman's Daughter (The Hangman's Daughter, #1)",Oliver Pötzsch,3.75,77723,128061,2008
Cat on a Hot Tin Roof and Other Plays,Tennessee Williams,4.06,1393,2413,1955
Transactional Analysis in Psychotherapy (Condor Books),Eric Berne,4.08,661,2826,1961
Can You Keep a Secret?,Sophie Kinsella,3.84,440682,691158,2003
Palomino,Danielle Steel,3.92,10637,17358,1981
"A Share in Death (Duncan Kincaid & Gemma James, #1)",Deborah Crombie,3.74,19758,34554,1993
"Interlude in Death (In Death, #12.5)",J.D. Robb,4.27,18985,27954,2001
"Raven Black (Shetland Island, #1)",Ann Cleeves,3.96,49517,67148,2006
"Hellboy, Vol. 1: Seed of Destruction",Mike Mignola,4.15,75285,129731,1994
Thornhedge,T. Kingfisher,4.02,23256,68415,2023
Waystations of the Deep Night,Marcel Brion,4.32,76,591,1942
The Landing of the Pilgrims (Landmark Books),James Daugherty,3.5,977,1879,1950
The Day It Rained Forever,Ray Bradbury,3.92,950,2230,1959
"Infinity Gate (Pandominion, #1)",M.R. Carey,4.16,4490,19627,2023
Queen Bee,Amalie Howard,3.88,2577,15136,2023
"The Inimitable Jeeves (Jeeves, #2)",P.G. Wodehouse,4.2,27325,25760,1923
He Found Me,J.E. Mullett,2.94,4519,14893,2023
Father,Elizabeth von Arnim,4.06,464,845,1931
The Orange and Other Poems,Wendy Cope,4.24,3245,17044,2024
A Twist in the Tale,Jeffrey Archer,3.89,12609,17384,1988
Anger Bang,Avery Flynn,3.73,3342,24790,2023
Hooper Humperdink...? Not Him!,Theo LeSieg,3.74,3067,4702,1976
The Tolkien Reader,J.R.R. Tolkien,4.0,5042,9779,1966
Broken April,Ismail Kadare,4.01,6545,12713,1978
Must Love Flowers,Debbie Macomber,4.18,9920,35496,2023
The Lightning Conductor,C.N. Williamson,3.65,72,91,1903
"The Escoffier Cookbook and Guide to the Fine Art of Cookery: For Connoisseurs, Chefs, Epicures Complete With 2973 Recipes",Auguste Escoffier,4.36,1450,3489,1921
The Sedleigh Hall Murder (Eric Ward #1),Roy Lewis,4.2,2743,6165,1980
The Lucky One,Nicholas Sparks,4.12,362312,579765,2007
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.08,282982,435590,2011
I re taumaturghi,Marc Bloch,4.32,324,181,1924
The Third Man,Graham Greene,3.79,15003,24743,1950
"The Stud (Fontaine Khaled, #1)",Jackie Collins,3.51,2211,3568,1969
Satan's Affair,H.D. Carlton,3.72,70226,173631,2021
"What I Have Done with Birds; Character Studies of Native American Birds Which, Through Friendly Advances, I Induced to Pose for Me, or",Gene Stratton-Porter,4.57,7,98,1907
Less Than Angels,Barbara Pym,3.92,2996,4589,1955
"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,3.92,110590,199704,2003
"Between Love and Loathing (The Hardy Billionaire Brothers, #2)",Shain Rose,3.95,27091,84519,2023
Marcovaldo,Italo Calvino,3.84,14094,18299,1963
"Hamlet, Revenge! (Sir John Appleby, #2)",Michael Innes,3.78,1061,1561,1937
Oriental Tales,Marguerite Yourcenar,3.87,3854,3447,1938
Flowerheart,Catherine Bakewell,3.5,5938,42766,2023
"The White Princess (The Plantagenet and Tudor Novels, #5)",Philippa Gregory,3.93,45300,91208,2013
"Rock Chick (Rock Chick, #1)",Kristen Ashley,4.17,57900,84366,2008
A Cup of Tea,Katherine Mansfield,3.8,272,490,1922
"The World's Greatest Books, Volume 7: Fiction",Arthur Mee (Editor),3.32,44,186,1910
"Her Greatest Mistake (Greatest Love, #1)",Hannah Cowan,3.93,17863,62836,2023
"Winona's Pony Cart (Deep Valley, #3)",Maud Hart Lovelace,3.81,796,1451,1953
"The Bobbsey Twins' Mystery at Meadowbrook (Bobbsey Twins, #7)",Laura Lee Hope,3.86,753,1079,1915
"Less (Arthur Less, #1)",Andrew Sean Greer,3.64,204057,366827,2017
Wandering,Hermann Hesse,4.04,2269,4249,1920
Midnight,Dean R. Koontz,3.86,26967,39187,1989
The Tower of London,Natsume Sōseki,3.65,149,427,1905
Mastering the Art of French Cooking: Vol. 1,Julia Child,4.39,1748,2568,1961
"Born in Shame (Born In Trilogy, #3)",Nora Roberts,4.12,36142,39906,1996
3 Days to Live,James Patterson,3.53,6915,28223,2023
Gimpel the Fool and Other Stories,Isaac Bashevis Singer,4.14,2320,4171,1953
The Guardians,John Grisham,4.14,105602,119176,2019
Salka Valka,Halldór Laxness,4.0,1702,3690,1931
Claudine's House,Colette,3.76,712,1600,1922
The Plague Dogs,Richard  Adams,3.87,8267,17564,1977
Fat Talk: Parenting in the Age of Diet Culture,Virginia Sole-Smith,4.35,3075,17942,2023
The Faraway Tree Stories (The Faraway Tree #1-3),Enid Blyton,4.3,15840,18566,1991
Mind-Energy (Henri Bergson Centennial Series),Henri Bergson,3.71,185,533,1919
Midnight Sun [2008 Draft],Stephenie Meyer,4.01,148544,257042,2008
The Country of the Blind and Other Science-Fiction Stories,H.G. Wells,3.92,1224,1738,1911
The Burglar (Vintage Crime/Black Lizard),David Goodis,4.0,606,1278,1953
An Old Captivity,Nevil Shute,3.98,1192,1340,1940
No Roses for Harry!,Gene Zion,4.26,9594,11300,1958
"The Bull from the Sea (Theseus, #2)",Mary Renault,4.1,3934,7273,1962
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,4.03,445661,628563,2005
Moonlight Becomes You,Mary Higgins Clark,3.85,18351,25385,1996
Atlas of Human Anatomy for the Artist,Stephen Rogers Peck,4.08,6243,10351,1951
"Ilium (Ilium, #1)",Dan Simmons,4.04,30438,54503,2003
"The Paper Magician (The Paper Magician, #1)",Charlie N. Holmberg,3.68,85339,129504,2014
"Betsy Was a Junior (Betsy-Tacy, #7)",Maud Hart Lovelace,4.2,5384,7621,1947
Blessing of the Lost Girls (Joanna Brady #20; Walker Family #6),J.A. Jance,4.22,5186,17482,2023
Experience and Nature,John Dewey,4.19,284,1459,1925
The New England Mind: The Seventeenth Century,Perry Miller,3.98,138,773,1939
Rees Howells: Intercessor,Norman P. Grubb,4.43,3658,5743,1952
The Medici,G.F. Young,3.97,70,189,1910
How to Talk So Kids Will Listen & Listen So Kids Will Talk,Adele Faber,4.28,33478,90301,1980
"Bleach, Volume 15",Tite Kubo,4.43,24786,30681,2001
The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,3.97,24512,55946,2006
"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",Chris Heimerdinger,4.0,16900,28121,1989
"Gild (The Plated Prisoner, #1)",Raven Kennedy,3.59,149987,459651,2020
"The World's Greatest Books, Volume 3: Fiction",Arthur Mee (Editor),3.67,82,291,1910
"Godkiller (Fallen Gods, #1)",Hannah Kaner,3.92,26411,107826,2023
The Sound of the Mountain,Yasunari Kawabata,3.86,8226,23016,1953
The Sea Lady,H.G. Wells,3.31,322,522,1902
"The Goebbels Diaries, 1939-1941",Joseph Goebbels,3.76,229,1270,1948
Remembering Laughter,Wallace Stegner,3.83,1860,3373,1937
"The Case of the Missing Marquess (Enola Holmes, #1)",Nancy Springer,3.78,37390,67351,2006
The Secret Garden (Oxford Bookworms Library),Clare West,3.78,589,1596,1911
Casanova in Bolzano,Sándor Márai,3.52,1691,1658,1940
A Hue of Blu,Marie-France Léger,3.74,7650,38131,2023
"House of Bane and Blood (Order and Chaos, #1)",Alexis L. Menard,4.15,5225,42618,2023
Lipstick Jungle,Candace Bushnell,3.43,41648,62511,2005
"Executive Orders (Jack Ryan, #8)",Tom Clancy,4.11,50948,65099,1996
"E is for Evidence (Kinsey Millhone, #5)",Sue Grafton,3.94,39481,53965,1988
Recipe for Second Chances,Ali  Rosen,3.76,9094,29165,2023
Been Down So Long It Looks Like Up to Me,Richard Fariña,3.79,3425,12528,1966
How Fear Departed the Long Gallery: A Ghost Story for Christmas (Seth's Christmas Ghost Stories),E.F. Benson,4.03,239,450,1912
"Night Watch (Watch, #1)",Sergei Lukyanenko,3.97,43599,63386,1998
Back to Methuselah,George Bernard Shaw,3.82,295,932,1921
The Moneychangers,Arthur Hailey,3.95,5174,6222,1975
"Famine (The Four Horsemen, #3)",Laura Thalassa,4.2,36609,19548,2023
"Bone, Vol. 1: Out from Boneville (Bone, #1)",Jeff Smith,4.19,88610,134964,1991
Sleepers Of Mars,John Wyndham,3.46,252,724,1938
The Presentation of Self in Everyday Life,Erving Goffman,4.06,5867,24792,1959
Berlin Childhood around 1900,Walter Benjamin,3.93,1524,2503,1950
"The Americans (Kent Family Chronicles, #8)",John Jakes,4.26,5028,6721,1979
Letters to Malcolm: Chiefly on Prayer,C.S. Lewis,3.99,5911,12393,1964
"The Way I Used to Be (The Way I Used to Be, #1)",Amber   Smith,4.15,149481,464291,2016
Tales of Terror and Mystery,Arthur Conan Doyle,3.82,2672,2718,1922
"Threads (Threads, #1)",Sophia Bennett,3.78,1274,1201,1949
The Magic Barrel,Bernard Malamud,3.93,2640,5652,1950
If It Bleeds,Stephen King,3.99,97857,187904,2020
"Demon in the Wood (Grishaverse, #0)",Leigh Bardugo,4.13,38742,139195,2022
Lady Rose's Daughter,Mrs. Humphry Ward,3.54,92,264,1903
The House of Cobwebs and Other Stories,George Gissing,3.81,57,113,1906
Wilder Girls,Rory Power,3.46,88537,258627,2019
Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,17833,40832,2002
The Schopenhauer Cure,Irvin D. Yalom,4.27,26135,32700,2000
The Clinic,Cate Quinn,3.55,7982,57759,2024
On the Witness Stand: Essays on Psychology and Crime (Classics in Psychology),Hugo Münsterberg,4.44,25,279,1908
Sodom and Gomorrah,Marcel Proust,4.33,8451,16100,1922
Only Say Good Things: Surviving Playboy and Finding Myself,Crystal Hefner,3.8,8043,16434,2024
Locked in Time,Lois Duncan,3.93,5454,9078,1985
"A History of Philosophy Vol. 2 Renaissance, Enlightenment, Modern",Wilhelm Windelband,4.23,13,97,1901
The Door of the Unreal,Gerald Biss,3.08,84,153,1919
The Mayor of Maxwell Street,Avery Cunningham,3.55,3473,59869,2024
"An Echo in the Darkness (Mark of the Lion, #2)",Francine Rivers,4.63,55208,82975,1994
A Monster Calls,Patrick Ness,4.35,266047,293289,2011
Bouvard and Pécuchet with The Dictionary of Received Ideas,Gustave Flaubert,3.95,351,1005,1911
Bear With Me Now,Katie   Shepard,3.04,1691,17193,2023
Religion and Nothingness (Nanzan Studies in Religion and Culture) (Volume 1),Keiji Nishitani,4.22,230,2380,1961
The Shrimp and the Anemone,L.P. Hartley,3.77,360,1086,1944
The Jumping-Off Place,Marian Hurd McNeely,4.06,234,878,1929
"Plum Lucky (Stephanie Plum, #13.5)",Janet Evanovich,3.77,52201,80756,2008
Basin and Range,John McPhee,4.2,3789,8706,1981
The Soul of an Octopus,Sy Montgomery,3.93,49137,114704,2015
Her Forbidden Knight,Rex Stout,3.52,288,294,1913
The Demigod Diaries (The Heroes of Olympus),Rick Riordan,4.13,61408,118956,2012
Continental Drift,Russell Banks,3.87,3779,9672,1985
King Matt the First,Janusz Korczak,3.69,1915,1977,1923
"When We Were Very Young (Winnie-the-Pooh, #3)",A.A. Milne,4.24,25722,35682,1924
"Halt's Peril (Ranger's Apprentice, #9)",John Flanagan,4.39,58655,76356,2009
First Among Equals,Jeffrey Archer,3.9,16100,21904,1984
The Dawn of All,Robert Hugh Benson,4.12,179,302,1911
Breaking Free: Discover the Victory of Total Surrender,Beth Moore,4.38,13661,24934,1999
Freedom in Exile: The Autobiography of the Dalai Lama,Dalai Lama XIV,4.17,6488,17731,1990
A Rome of One's Own: The Forgotten Women of the Roman Empire,Emma Southon,4.35,714,11446,2023
Albert Nobbs,George Moore,3.55,621,1160,1918
Planet of the Damned,Harry Harrison,3.6,1980,2432,1962
In the Ravine,Anton Chekhov,3.91,269,345,1900
Nostromo,Joseph Conrad,3.81,16951,39839,1904
The Doctrine of Awakening: The Attainment of Self-Mastery According to the Earliest Buddhist Texts,Julius Evola,4.4,312,1834,1943
"The Harlequin (Anita Blake, Vampire Hunter, #15)",Laurell K. Hamilton,3.93,45618,67425,2007
Musashi,Eiji Yoshikawa,4.47,20416,3869,1935
Radio Free Albemuth,Philip K. Dick,3.81,6341,10544,1985
The Centaur,John Updike,3.7,4730,9964,1963
One Italian Summer,Rebecca Serle,3.59,221395,467346,2022
The Toys of Peace,Saki,3.78,291,325,1919
A Bend in the Road,Nicholas Sparks,4.04,157990,254956,2001
Întâmplări în irealitatea imediată,Max Blecher,4.1,2309,1265,1936
"To Ride Pegasus (The Talent, #1)",Anne McCaffrey,4.03,10433,13196,1973
"The Renaissance (The Story of Civilization, #5)",Will Durant,4.25,1184,3968,1953
"Martha Quest (Children of Violence, #1)",Doris Lessing,3.79,2503,5603,1952
Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben Mezrich,3.92,25353,34056,2002
"Cry, the Beloved Country",Alan Paton,3.92,74859,125543,1948
The Empty House,Rosamunde Pilcher,3.82,7330,5566,1973
From Hell,Alan Moore,4.19,41305,82104,1999
"A Game of Lies (DC Morgan, #2)",Clare Mackintosh,4.02,4826,13700,2024
"The Case of the Drowsy Mosquito (Perry Mason, #23)",Erle Stanley Gardner,3.68,494,944,1943
Escape from Alcatraz,J. Campbell Bruce,3.62,873,2209,1963
Fairy Tales from Many Lands,Arthur Rackham,3.95,38,85,1916
The Lonesome Gods,Louis L'Amour,4.21,8642,12335,1983
"Reason to Breathe (Breathing, #1)",Rebecca    Donovan,4.21,93077,149351,2011
"In the Hand of the Goddess (Song of the Lioness, #2)",Tamora Pierce,4.24,98073,126928,1984
Anne McCaffrey's Dragonflight #1,Brynne Stephens (Adapter),4.45,36411,44412,1991
The Lover,Marguerite Duras,3.72,56892,88467,1984
"Child of the Prophecy (Sevenwaters, #3)",Juliet Marillier,4.12,23101,31509,2001
Three Stories and Ten Poems,Ernest Hemingway,3.3,641,885,1923
The Outbreak of the Peloponnesian War,Donald Kagan,3.92,421,5663,1969
"Running Blind (Jack Reacher, #4)",Lee Child,4.12,108035,114324,2000
"Glossy: Ambition, Beauty, and the Inside Story of Emily Weiss's Glossier",Marisa Meltzer,3.34,8283,30156,2023
The Complete Poems,Hart Crane,4.15,3078,6684,1938
Frank Wood's Business Accounting 1,Frank Wood,4.01,433,3096,1967
"Lore Olympus: Volume Five (Lore Olympus, #5)",Rachel  Smythe,4.48,17189,32509,2023
Christianity and Liberalism,J. Gresham Machen,4.32,5557,9817,1922
Olivia,Dorothy Strachey,3.79,2813,11165,1949
The Wheel on the School,Meindert DeJong,3.97,12714,19874,1954
Childhood,Tove Ditlevsen,4.1,11946,16616,1967
"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks, #1)",Jeanne Birdsall,4.18,59342,97178,2005
Unhinged,Vera Valentine,3.05,14161,28241,2023
Sniping in France: Winning the Sniping War in the Trenches,H. Hesketh-Prichard,3.76,449,572,1920
Superman: Red Son,Mark Millar,4.17,58011,82639,2003
The Man Who Counted: A Collection of Mathematical Adventures,Malba Tahan,4.11,6105,4121,1938
मृत्युंजय,Shivaji Sawant,4.52,10720,2627,1967
Save What's Left,Elizabeth Castellano,3.06,6358,42543,2023
La bella estate,Cesare Pavese,3.47,7413,3920,1949
Sexing the Cherry,Jeanette Winterson,3.84,17788,31105,1989
The White Rabbit: The Secret Agent the Gestapo Could Not Crack,Bruce Marshall,4.17,289,1208,1952
Transvestites: The Erotic Drive to Cross-Dress,Magnus Hirschfeld,4.13,16,246,1910
"Over Sea, Under Stone (The Dark Is Rising, #1)",Susan Cooper,3.85,53008,3396,1965
Haircut and Other Stories,Ring Lardner,3.97,215,502,1922
The Lake House,Sarah Beth Durst,3.41,2308,15051,2023
The Second Mrs. Gioconda,E.L. Konigsburg,3.71,3096,4656,1975
The Story of the Wind Children,Sibylle von Olfers,4.11,98,247,1910
Corydon,André Gide,3.47,505,1454,1920
Here Is New York,E.B. White,4.29,9172,21375,1948
Thirteen Guests (Inspector Kendall #1),J. Jefferson Farjeon,3.59,1543,2578,1936
Journey to the End of the Night,Louis-Ferdinand Céline,4.19,42229,95229,1932
Mark of the Lion Trilogy,Francine Rivers,4.78,13266,21841,1993
Eagle in the Sky,Wilbur Smith,4.11,5778,5878,1974
For the Fans,Nyla K.,4.36,29347,67766,2023
Shadow of a Bull,Maia Wojciechowska,3.57,5099,9062,1964
The Lighthouse at the End of the World,Jules Verne,3.64,4338,5885,1905
Before the Fact,Francis Iles,3.57,680,1249,1932
The Mistletoe and the Sword: A Story of Roman Britain,Anya Seton,3.63,518,1349,1955
"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,4.2,29889,118967,2018
All My Pretty Ones,Anne Sexton,4.2,939,2475,1962
The Complete Works of O. Henry,O. Henry,4.32,1967,3118,1937
The Complete Robot (Robot #0.3),Isaac Asimov,4.33,17729,29404,1982
"Cities in Flight (Cities in Flight, #1-4)",James Blish,3.93,6492,9415,1970
The Importance of Living,Lin Yutang,4.06,1352,7065,1937
The Great Divide,Cristina Henríquez,3.74,4888,90207,2024
"Every Dead Thing (Charlie Parker, #1)",John Connolly,3.96,30299,53165,1999
Mother,Maxim Gorky,3.97,17087,22962,1906
Dangling Man,Saul Bellow,3.51,3429,6557,1944
"Lover Unleashed (Black Dagger Brotherhood, #9)",J.R. Ward,4.27,93667,136235,2011
The Innocent,Ian McEwan,3.72,12298,17168,1990
The Puppy Who Wanted a Boy,Jane Thayer,4.26,1656,2410,1958
Strange Forces,Leopoldo Lugones,3.75,290,483,1906
The Case of Sir Adam Braid,Molly Thynne,3.9,233,446,1930
The Problem of the Rupee: Its Origin and Its Solution,B.R. Ambedkar,4.22,332,2724,1923
"Dragon's Milk (Dragon Chronicles, #1)",Susan Fletcher,3.94,7667,14800,1989
"Unnatural Causes (Adam Dalgliesh, #3)",P.D. James,3.89,16182,18485,1967
How I'll Kill You,Ren DeStefano,3.68,5638,32956,2023
"The Squire's Tale (The Squire's Tales, #1)",Gerald Morris,4.01,9487,23532,1998
A Tree Grows in Brooklyn,Betty  Smith,4.29,467495,946215,1943
The Plot,Jean Hanff Korelitz,3.82,113825,214040,2021
Different Seasons,Stephen King,4.35,206238,297767,1982
"Ronia, the Robber's Daughter",Astrid Lindgren,4.31,32616,35025,1981
"Seven Up (Stephanie Plum, #7)",Janet Evanovich,4.15,126916,182389,2001
Story of the Eye,Georges Bataille,3.66,21568,46632,1928
"Misty of Chincoteague (Misty, #1)",Marguerite Henry,4.07,45605,63019,1947
Three Summers,Margarita Liberaki,3.77,2718,4809,1946
Owen,Kevin Henkes,4.25,17717,22369,1993
The Pillar of Salt,Albert Memmi,3.84,397,1589,1953
"Naoki Urasawa's Monster, Volume 1: Herr Dr. Tenma (Naoki Urasawa's Monster, #1)",Naoki Urasawa,4.46,13407,23641,1995
A Soldier Of The Legion: An Englishman's Adventures Under the French Flag in Algeria and Tonquin,George Manington,3.71,331,238,1907
Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.21,10719,21704,1958
Political Ideals,Bertrand Russell,3.82,775,1459,1917
"The Tyrant’s Tomb (The Trials of Apollo, #4)",Rick Riordan,4.33,74161,150599,2019
Buckland's Complete Book of Witchcraft,Raymond Buckland,3.81,8379,20209,1986
"The Wicked + The Divine, Vol. 1: The Faust Act",Kieron Gillen,3.82,58974,117191,2014
Bolshevism From Moses to Lenin,Dietrich Eckart,4.24,91,203,1924
The Man Who Was Thursday: A Nightmare,G.K. Chesterton,3.83,41034,69408,1908
April Lady,Georgette Heyer,3.71,6910,7987,1957
"The King's Men (All for the Game, #3)",Nora Sakavic,4.57,61528,89029,2014
Sanshirō,Natsume Sōseki,3.83,5088,13971,1908
Man and His Symbols,C.G. Jung,4.19,28893,111413,1964
The Groves of Academe,Mary McCarthy,3.31,405,2380,1951
Misreadings,Umberto Eco,3.84,1794,2324,1963
I Kissed Shara Wheeler,Casey McQuiston,3.9,84675,237507,2022
You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,4.18,17807,63196,1986
Dangerous Visions,"Harlan Ellison (Editor, Contributor)",4.17,9318,19375,1967
Parade's End,Ford Madox Ford,3.87,6620,19741,1928
"Organisasi dan Manajemen: Perilaku, Struktur, Proses",James L. Gibson,3.9,109,251,1900
The Shadow of a Gunman,Seán O'Casey,3.71,419,755,1923
Sister Outsider: Essays and Speeches,Audre Lorde,4.53,35858,141039,1984
